Year,Name,College,Position,Height (in),Weight (lbs),Wonderlic,40 Yard Dash,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle ,3Cone
1988,Brandy Brownlee,Oklahoma,K,71.8,229,,9.99,24,,,9.99,9.99
1988,John Bruhin,Tennessee,OG,75.6,283,,9.99,29,,,9.99,9.99
1988,Jeff Burger,Auburn,QB,71.9,208,,4.72,,32.5,108,4.39,9.99
1988,David Cadigan,Southern California,OT,76.1,281,,4.9,32,27.5,105,4.67,9.99
1988,Richard Calvin,Washington State,RB,72.3,198,,4.7,10,28,109,4.44,9.99
1988,Erik Campbell,Michigan,CB,69.8,170,,4.52,,30.5,109,4.4,9.99
1988,Lydell Carr,Oklahoma,FB,72.6,226,,9.99,20,,,9.99,9.99
1988,Chris Carrier,Louisiana State,SS,76.6,215,,9.99,,,,9.99,9.99
1988,Jon Carter,Pittsburgh,DT,76.3,266,,4.95,26,28,110,5.01,9.99
1988,Pat Carter,Florida State,TE,75.9,263,,4.92,11,29,98,4.77,9.99
1988,Chuck Cecil,Arizona,FS,71.8,184,,9.99,6,,,9.99,9.99
1988,Chris Chandler,Washington,QB,75.9,211,,4.87,10,30,102,4.4,9.99
1988,Curtis Chappell,Howard (DC),WR,70.9,152,,4.46,3,31,103,4.22,9.99
1988,Clifford Charlton,Florida,OLB,74.3,238,,9.99,15,,,9.99,9.99
1988,Louis Cheek,Texas A&M,OT,78.4,288,,5.46,23,23,100,4.91,9.99
1988,Tommy Clapp,Louisiana State,DE,75.8,276,,5.34,20,30.5,101,4.72,9.99
1988,Larry Clarkson,Montana,OT,79.5,303,,5.07,16,27.5,106,5,9.99
1988,Patrick Collins,Oklahoma,RB,69.4,197,,4.49,10,33.5,110,4.29,9.99
1988,Bill Condon,Alabama,OG,74,263,,5.22,32,28,101,4.96,9.99
1988,George Cooper,Ohio State,RB,73,245,,4.9,16,30,109,4.29,9.99
1988,Jason Cooper,Duke,TE,75.3,243,,9.99,20,,,9.99,9.99
1988,Danny Copeland,Eastern Kentucky,SS,74,206,,4.59,18,30.5,115,9.99,9.99
1988,Marcus Cotton,Southern California,OLB,75.3,214,,4.63,19,,,9.99,9.99
1988,Aaron Cox,Arizona State,WR,69.1,174,,4.4,3,30,109,4.34,9.99
1988,Greg Cox,Miami (FL),K,76.3,207,,9.99,10,,,9.99,9.99
1988,Greg Cox,San Jose State,SS,71,215,,4.67,15,30,114,4.34,9.99
1988,Jeff Cross,Missouri,DE,75.6,261,,4.93,19,28,99,4.72,9.99
1988,Derrick Crudup,Oklahoma,SS,73.9,212,,4.61,8,28,100,4.54,9.99
1988,Peter Curkendall,Penn State,DT,74.5,279,,9.99,28,28.5,106,9.99,9.99
1988,Reuben Davis,North Carolina,DT,75.5,294,,5.19,14,26,105,5.02,9.99
1988,Scott Davis,Illinois,DE,78.9,270,,5.07,19,30,102,9.99,9.99
1988,Wendell Davis,Louisiana State,WR,71.5,188,,9.99,3,,,9.99,9.99
1988,Dermontti Dawson,Kentucky,C,74.3,272,,4.94,24,30,109,4.34,9.99
1988,Kent Dean,Kansas State,TE,76,233,,9.99,11,,,9.99,9.99
1988,Robert Delpino,Missouri,RB,71.4,201,,4.54,13,34,120,4.15,9.99
1988,Glenn Derby,Wisconsin,OT,78.5,290,,5.2,22,25,99,4.83,9.99
1988,Dave Desrochers,San Diego State,OT,78.4,290,,5.56,25,23,88,5.08,9.99
1988,Scott Dill,Memphis,OT,76.8,271,,5.29,18,24,96,4.66,9.99
1988,Cris Dishman,Purdue,CB,72,173,,4.42,7,32.5,117,4.34,9.99
1988,Rickey Dixon,Oklahoma,FS,70.8,177,,4.47,6,31,106,4.32,9.99
1988,Duke Donaldson,Auburn,WR,69.4,169,,4.64,5,28.5,106,4.18,9.99
1988,Alfred Dorsey,Nicholls State (LA),WR,66.8,168,,4.7,8,28.5,108,4.38,9.99
1988,John Driscoll,New Hampshire,OT,77.5,284,,5.14,18,26.5,93,4.89,9.99
1988,Tommy Duhart,Southeastern Oklahoma State,DT,75.9,281,,5.28,20,25,101,5.1,9.99
1988,Ron Duncan,Ball State (IN),OG,76.3,251,,5.02,17,27.5,108,4.72,9.99
1988,Jerry Dunlap,Youngstown State (OH),CB,68,175,,4.61,13,31,109,4.27,9.99
1988,James Earle,Clemson,OLB,76.1,224,,4.79,,29,108,4.84,9.99
1988,Quinn Early,Iowa,WR,72.1,193,,4.41,9,35,117,4.23,9.99
1988,Ferrell Edmunds,Maryland,TE,78,241,,9.99,18,,,9.99,9.99
1988,Brad Edwards,South Carolina,FS,73.8,196,,4.61,9,35.5,111,4.21,9.99
1988,John Elliott,Michigan,OT,78.9,305,,5.46,,25,98,4.81,9.99
1988,Tom Erlandson,Washington,OLB,73.6,221,,4.82,,33,111,4.53,9.99
1988,Corris Ervin,Central Florida,CB,71,173,,9.99,6,,,9.99,9.99
1988,Eric Everett,Texas Tech,CB,70.5,161,,4.54,,38.5,129,4.09,9.99
1988,Jeff Fairholm,Arizona,WR,71.4,186,,4.64,12,30.5,108,4.23,9.99
1988,Mel Farr,UCLA,FB,72.3,223,,9.99,21,,,9.99,9.99
1988,Doug Fiala,Colorado State,OT,78.6,286,,5.36,19,25.5,117,4.78,9.99
1988,Lucius Floyd,Nevada Las Vegas,RB,70.6,190,,4.69,12,31.5,117,4.28,9.99
1988,Bernard Ford,Central Florida,WR,69.5,168,,4.37,6,32,115,4.05,9.99
1988,Brian Forde,Washington State,OLB,74.5,225,,4.64,13,34,123,4.36,9.99
1988,Garry Frank,Mississippi State,OG,74.3,289,,5.02,25,30,108,4.3,9.99
1988,Darryl Franklin,Washington,WR,70.4,187,,4.75,10,29,108,4.35,9.99
1988,Paul Frase,Syracuse,DE,77,264,,4.96,19,28,110,4.57,9.99
1988,Todd Freiwald,Virginia Military Inst (VA),DE,76.5,233,,4.85,25,31.5,113,4.7,9.99
1988,Darrel Fullington,Miami (FL),FS,73.9,190,,4.59,11,33.5,119,4.28,9.99
1988,Ezekial Gadson,Pittsburgh,OLB,72,205,,4.51,18,,,9.99,9.99
1988,Herb Gainer,Florida State,WR,74.3,192,,4.75,7,28.5,112,4.5,9.99
1988,Chris Gaines,Vanderbilt,OLB,71.9,228,,4.82,19,34,110,4.4,9.99
1988,Harry Galbreath,Tennessee,OG,73.1,271,,5.12,24,27,106,4.89,9.99
1988,Kenny Gamble,Colgate (NY),RB,70.5,196,,4.69,,30,111,4.48,9.99
1988,Teddy Garcia,Louisiana-Monroe,K,69.6,187,,9.99,7,,,9.99,9.99
1988,John Garrett,Syracuse,WR,70.6,172,,4.78,9,28,112,4.37,9.99
1988,Peter Giftopoulos,Penn State,ILB,74.5,241,,9.99,,,,9.99,9.99
1988,Ed Gillies,Cal-State Fullerton,OG,77,265,,5.01,24,26,106,4.66,9.99
1988,Keith Gloster,Temple,WR,71.5,174,,4.79,,28,122,4.34,9.99
1988,Tim Goad,North Carolina,DT,74.8,273,,5.06,27,29.5,108,4.63,9.99
1988,Robert Goff,Auburn,DE,75.1,262,,4.85,18,29,108,9.99,9.99
1988,Erwin Grabisna,Case Western (OH),DT,74.9,251,,4.61,29,28,111,4.41,9.99
1988,David Grant,West Virginia,DT,76,277,,5.11,16,25,102,9.99,9.99
1988,Gaston Green,UCLA,RB,70.3,189,,4.32,8,33.5,119,4.27,9.99
1988,Todd Gregoire,Wisconsin,K,71.3,190,,9.99,12,,,9.99,9.99
1988,Paul Gruber,Wisconsin,OT,76.6,290,,9.99,23,,,9.99,9.99
1988,Kevin Guidry,Louisiana State,CB,72.6,176,,4.59,,36,124,4.1,9.99
1988,Brian Habib,Washington,OG,78.8,273,,5.01,34,28.5,107,4.84,9.99
1988,John Hagy,Texas,FS,71.4,190,,4.65,4,31.5,114,4.14,9.99
1988,Eugene Hardy,Arizona,CB,70.4,183,,4.89,17,32.5,111,9.99,9.99
1988,Kevin Harmon,Iowa,RB,71.9,196,,4.6,8,27.5,106,4.19,9.99
1988,Darryl Harris,Arizona State,WR,70.5,184,,4.62,11,31.5,117,4.45,9.99
1988,Ken Harvey,California,OLB,74,226,,4.61,25,37.5,126,4.26,9.99
1988,Michael Haynes,Northern Arizona,WR,72.4,180,,4.46,5,34.5,119,4.36,9.99
1988,Steve Hegdale,Tulsa (OK),OT,76.8,283,,9.99,21,,,9.99,9.99
1988,Dan Henning,Maryland,QB,71.5,195,,5.27,5,26.5,99,4.64,9.99
1988,Charles Henry,Miami (FL),TE,76.1,224,,9.99,,,,9.99,9.99
1988,Ken Henry,Southern California,WR,74.5,194,,4.84,,36.5,112,4.44,9.99
1988,Harold Hicks,San Diego State,FS,71.6,199,,4.49,13,36.5,126,4.3,9.99
1988,Alex Higdon,Ohio State,TE,76.9,247,,4.72,23,30,109,4.32,9.99
1988,Mark Higgs,Kentucky,RB,67,195,,4.53,17,43,126,4.16,9.99
1988,Nate Hill,Auburn,DT,75.6,273,,4.9,23,31,109,5.01,9.99
1988,Percy Hines,Houston,CB,70.4,192,,4.54,12,32,115,4.52,9.99
1988,George Hinkle,Arizona,DE,77.8,266,,5.17,19,25,99,4.86,9.99
1988,Mike Hinnant,Temple,TE,74.6,254,,4.97,15,29,100,9.99,9.99
1988,Pierce Holt,Angelo State (TX),DE,76.3,269,,9.99,20,,,9.99,9.99
1988,Alan Hooker,North Carolina A&T,RB,73,190,,4.69,,33.5,123,4.5,9.99
1988,Rob Houghtlin,Iowa,K,71.4,169,,9.99,10,,,9.99,9.99
1988,David Houle,Michigan State,OT,76.3,277,,5.12,30,32,111,4.53,9.99
1988,William Howard,Tennessee,RB,71.9,242,,4.89,17,26,104,4.42,9.99
1988,Al Huge,Hillsdale (MI),DT,75.3,279,,5.17,23,24,103,4.71,9.99
1988,Stan Humphries,Louisiana-Monroe,QB,73.9,223,,4.93,,28,102,4.56,9.99
1988,Mark Hutson,Oklahoma,OG,75,289,,5.17,12,25,96,9.99,9.99
1988,Riccardo Ingram,Georgia Tech,CB,71.4,207,,4.72,13,29.5,110,4.41,9.99
1988,Todd Irvin,Mississippi,OT,77.4,288,,5.2,15,26.5,99,4.85,9.99
1988,Artis Jackson,Texas Tech,DT,76.9,309,,5.34,22,26,95,5.03,9.99
1988,Keith Jackson,Oklahoma,TE,74.4,250,,4.69,,29,,4.59,9.99
1988,Kenny Jackson,San Jose State,RB,70.8,191,,4.77,7,28.5,114,4.54,9.99
1988,Jeff James,Stanford,WR,70.6,179,,4.59,6,33,113,4.48,9.99
1988,Tony Jeffery,Texas Christian,RB,70.9,208,,4.48,15,28,115,4.4,9.99
1988,Paul Jetton,Texas,OG,76.4,288,,5.33,21,28,110,4.84,9.99
1988,Greg Johnson,Oklahoma,OT,76,311,,5.07,23,27,102,4.66,9.99
1988,Michael Johnson,Texas Tech,OLB,73.3,227,,4.93,19,27,104,4.45,9.99
1988,Rory Johnson,St. Joseph's (IN),RB,70.5,222,,4.81,31,31.5,111,4.56,9.99
1988,Steve Johnson,Virginia Tech,TE,77.4,235,,9.99,16,30.5,116,4.38,9.99
1988,Troy Johnson,Oklahoma,OLB,72.9,229,,4.76,18,30.5,115,4.26,9.99
1988,Dante Jones,Oklahoma,OLB,73.3,229,,9.99,17,,,9.99,9.99
1988,Derwin Jones,Miami (FL),DT,75.4,270,,9.99,18,,,9.99,9.99
1988,Ernie Jones,Indiana,WR,71,186,,9.99,,,,9.99,9.99
1988,Keith Jones,Nebraska,RB,69.1,179,,4.38,6,36,117,4.19,9.99
1988,Quintin Jones,Pittsburgh,SS,71,193,,9.99,13,,,9.99,9.99
1988,Robert Jones,Houston,FS,73.5,205,,4.66,,29.5,110,4.26,9.99
1988,Tony Jones,Western Carolina,OT,77,270,,5.28,19,,,9.99,9.99
1988,Victor Jones,Virginia Tech,OLB,73.8,244,,4.83,14,26,96,4.41,9.99
1988,Paul Jurgensen,Georgia Tech,DE,77.1,243,,5.04,20,27,108,4.49,9.99
1988,Todd Kalis,Arizona State,OG,77.8,277,,5.03,21,29,109,4.66,9.99
1988,Craig Kantner,Ball State (IN),OT,75.8,278,,5.2,26,25,99,4.84,9.99
1988,Ted Karamanos,Northern Illinois,OG,74,282,,5.33,29,25.5,104,4.7,9.99
1988,Brian Kinchen,Louisiana State,TE,74.3,227,,4.99,24,33.5,106,4.31,9.99
1988,Jeff Knapton,Wyoming,DE,76.9,236,,5.02,16,25,105,4.44,9.99
1988,Matthew Knizner,Penn State,QB,74.4,198,,4.91,,28.5,101,4.6,9.99
1988,Kurt Koch,Colorado,DE,79.6,269,,5.32,18,26.5,101,4.53,9.99
1988,Todd Krumm,Michigan State,CB,72.8,195,,4.79,3,27,106,4.34,9.99
1988,Eric Kumerow,Ohio State,DE,79,257,,9.99,,,,9.99,9.99
1988,Greg Kunkel,Kentucky,OT,76.8,286,,5.18,26,25,91,4.47,9.99
1988,Chuck Lanza,Notre Dame,C,74.3,265,,4.88,26,30.5,112,4.58,9.99
1988,Guy Liggins,San Jose State,WR,74,198,,4.72,17,30.5,108,4.45,9.99
1988,Andre Lloyd,Jackson State (MS),OLB,73,252,,9.99,19,28,108,4.7,9.99
1988,Gordon Lockbaum,Holy Cross (MA),RB,70.6,195,,4.75,16,30,111,4.13,9.99
1988,Andre Lockley,Tulane (LA),OT,77.8,286,,5.41,,27,97,5.01,9.99
1988,Chip Lohmiller,Minnesota,K,75,211,,9.99,12,,,9.99,9.99
1988,Rodney Lossow,Wisconsin,C,74.6,273,,5,28,26,107,4.69,9.99
1988,Rogie Magee,Louisiana State,WR,74.5,203,,4.51,8,33,111,4.34,9.99
1988,Richard Marks,Oklahoma,OT,76.3,273,,5.32,18,25.5,95,4.86,9.99
1988,Mark Maye,North Carolina,QB,75,196,,9.99,,,,9.99,9.99
1988,Martin Mayhew,Florida State,CB,68.5,172,,4.47,7,34,111,4.42,9.99
1988,Dan Mccoin,Cincinnati,QB,74.6,206,,5.1,,25.5,97,4.62,9.99
1988,Randall Mcdaniel,Arizona State,OG,75.8,268,,4.6,17,35,119,9.99,9.99
1988,Terence Mcdaniel,Tennessee,CB,70.1,170,,9.99,,,,9.99,9.99
1988,Darryl Mcgill,Wake Forest,RB,69.9,213,,4.59,20,30.5,,9.99,9.99
1988,Paul Mcgowan,Florida State,OLB,71.6,227,,4.79,28,31.5,116,4.5,9.99
1988,Gary Mcguire,Houston,OLB,75.1,238,,4.94,19,30.5,102,4.5,9.99
1988,Rick Mcleod,Washington,OT,78,266,,5.43,,27.5,109,4.72,9.99
1988,Danny Mcmanus,Florida State,QB,71.5,196,,4.86,,25,101,4.49,9.99
1988,Erik Mcmillan,Missouri,SS,73.8,199,,9.99,12,35,118,4.39,9.99
1988,Don Mcpherson,Syracuse,QB,73.1,181,,4.53,,32,114,4.2,9.99
1988,David Miles,Brigham Young,WR,74.5,183,,4.59,6,33.3,119,4.32,9.99
1988,Anthony Miller,Tennessee,WR,70.6,181,,4.38,14,32,111,4.2,9.99
1988,James Milling,Maryland,WR,69.4,156,,4.47,8,32,111,4.32,9.99
1988,George Mira,Miami (FL),ILB,71.9,230,,4.83,28,32.5,111,4.28,9.99
1988,Eric Moore,Indiana,OT,76.9,291,,5.05,18,25,100,9.99,9.99
1988,Tim Moore,Michigan State,OLB,74.5,218,,4.75,17,33.5,122,3.87,9.99
1988,Jamie Morris,Michigan,RB,66.8,185,,4.54,,30.5,110,4.41,9.99
1988,Burton Murchison,Lamar (TX),RB,71.8,205,,9.99,,,,9.99,9.99
1988,Brad Muster,Stanford,FB,75.8,232,,4.69,17,,,9.99,9.99
1988,Woody Myers,South Carolina,C,76.5,283,,5.08,20,28,107,9.99,9.99
1988,Keith Neubert,Nebraska,TE,77.1,241,,4.88,11,31.5,108,4.52,9.99
1988,Anthony Newman,Oregon,SS,72.1,199,,4.43,17,38.5,133,3.82,9.99
1988,Mark Nichols,Michigan State,DT,73.6,262,,9.99,26,,,9.99,9.99
1988,Al Noga,Hawaii,DT,73,259,,4.89,34,32,115,4.43,9.99
1988,Lavance Northington,Oregon State,CB,71.8,185,,4.73,16,32.5,117,4.2,9.99
1988,Ken Norton,UCLA,ILB,73.8,230,,4.56,21,32,114,4.37,9.99
1988,Dave Nugent,Boston College,DT,75,269,,5,24,27.5,103,4.79,9.99
1988,Clarence Nunn,San Diego State,CB,70.3,176,,4.61,15,32.5,113,4.3,9.99
1988,Sammy Obrient,Texas A&M,DT,74.5,257,,5.03,22,27,108,4.62,9.99
1988,Walter Odom,Florida,TE,75.4,241,,4.89,15,32.5,117,4.6,9.99
1988,Michael Oliphant,Puget Sound (WA),WR,69,173,,9.99,13,,,9.99,9.99
1988,Tommy Oliver,Alabama State,DE,76.6,256,,4.94,20,29,102,4.76,9.99
1988,Cassius Osborn,Georgia,WR,72.1,194,,4.62,9,30.5,110,4.48,9.99
1988,Billy Owens,Pittsburgh,FS,73.4,197,,4.63,16,30.5,112,4.13,9.99
1988,Carl Painter,Hampton (VA),RB,69.5,184,,9.99,9,,,9.99,9.99
1988,Daryl Parham,North Carolina,OT,77.8,258,,4.99,13,32,122,4.62,9.99
1988,Anthony Parker,Arizona State,CB,69.9,175,,9.99,,,,9.99,9.99
1988,Matt Patchan,Miami (FL),OT,75.5,275,,9.99,28,,,9.99,9.99
1988,Shawn Patterson,Arizona State,DE,76.9,261,,4.81,28,29,108,4.35,9.99
1988,Gary Patton,Eastern Michigan,RB,68.5,193,,4.63,8,30.5,108,4.32,9.99
1988,Darryl Pearson,Alabama State,WR,73.9,198,,4.78,2,28.5,103,4.44,9.99
1988,Mike Perez,San Jose State,QB,73.5,207,,9.99,16,,,9.99,9.99
1988,Brett Perriman,Miami (FL),WR,69.4,175,,4.36,17,36,,9.99,9.99
1988,Gerald Perry,Southern (LA),OT,77.9,311,,5.14,13,26.5,99,9.99,9.99
1988,Richard Petitbon,Maryland,ILB,75.9,240,,9.99,17,,,9.99,9.99
1988,Edward Phillips,Auburn,OLB,73.9,241,,4.77,20,,,9.99,9.99
1988,John Phillips,Clemson,OG,76.4,268,,5.2,17,29.5,98,5.04,9.99
1988,Jon Phillips,Oklahoma,OG,75.4,280,,5.07,23,26.5,104,4.76,9.99
1988,Mike Piel,Illinois,DT,76.5,263,,5.15,,29,111,4.43,9.99
1988,Paul Pomfret,Penn State,TE,75.5,242,,4.86,17,31.5,110,4.45,9.99
1988,Joel Porter,Baylor,OT,75.8,269,,5.02,27,28,100,4.79,9.99
1988,Kevin Porter,Auburn,SS,70.5,211,,4.56,15,34.5,119,4.2,9.99
1988,James Primus,UCLA,RB,70.8,196,,4.49,14,33.5,114,4.28,9.99
1988,Mickey Pruitt,Colorado,SS,73,211,,9.99,5,,,9.99,9.99
1988,Rollin Putzier,Oregon,DT,76,279,,4.99,22,29.5,106,4.48,9.99
1988,Mickey Ray,Appalachian State (NC),OLB,73.9,231,,4.75,12,33,111,4.53,9.99
1988,Darrell Reed,Oklahoma,OLB,73.3,225,,4.92,15,29.5,110,4.58,9.99
1988,Harvey Reed,Howard (DC),RB,71,181,,4.5,9,32,119,4.21,9.99
1988,Tom Rehder,Notre Dame,OT,78.3,270,,4.86,14,31.5,114,4.56,9.99
1988,Caesar Rentie,Oklahoma,OG,74.9,293,,5.06,30,26.5,100,5,9.99
1988,James Rich,Albany State (GA),WR,72,170,,4.68,8,31,114,4.51,9.99
1988,Gary Richard,Pittsburgh,CB,69.1,171,,4.6,15,31.5,104,4.47,9.99
1988,David Richards,UCLA,OT,77,327,,5.29,22,22.5,90,4.98,9.99
1988,Alfredo Roberts,Miami (FL),TE,75.8,247,,4.95,,29.5,,4.46,9.99
1988,Bill Romanowski,Boston College,OLB,75.5,231,,4.76,,31.5,111,4.25,9.99
1988,Rich Romer,New York,OLB,74.8,214,,4.79,18,30,111,4.38,9.99
1988,Tim Rother,Nebraska,DE,79,265,,4.96,17,32.5,111,4.55,9.99
1988,Tollie Royal,Sam Houston State (TX),SS,71,197,,4.68,17,37,115,4.28,9.99
1988,Todd Santos,San Diego State,QB,73.9,207,,4.98,10,27.5,100,4.5,9.99
1988,James Saxon,San Jose State,RB,71.1,205,,4.67,12,31,115,4.42,9.99
1988,Greg Scales,Wake Forest,TE,75.6,253,,4.84,17,29,112,4.54,9.99
1988,Andy Schillinger,Miami (OH),WR,71.6,179,,4.48,8,30.5,110,4.11,9.99
1988,Michael Scott,Missouri,OG,76.6,277,,5.16,23,27,105,4.82,9.99
1988,Mike Scully,Illinois,OT,76.9,283,,5.28,24,25,103,4.77,9.99
1988,Stacy Searels,Auburn,OT,77.4,276,,5.19,,25.5,99,4.7,9.99
1988,Sterling Sharpe,South Carolina,WR,71.5,202,,9.99,,,,9.99,9.99
1988,Ricky Shaw,Oklahoma State,DE,76.3,234,,4.74,15,34.5,127,4.5,9.99
1988,Bob Sims,Florida,OG,75.5,269,,5.15,25,29,96,4.69,9.99
1988,Dwight Sistrunk,Iowa,CB,72.1,185,,4.77,,31.5,106,4.4,9.99
1988,Steve Slayden,Duke,QB,73.5,185,,4.99,1,26.5,103,4.57,9.99
1988,Danny Smith,South Carolina,WR,74.4,207,,4.7,6,30.5,115,4.45,9.99
1988,Neil Smith,Nebraska,DE,76.3,257,,4.65,,32.5,124,4.57,9.99
1988,Rod Smith,Nebraska,WR,71.8,197,,9.99,9,,,9.99,9.99
1988,Chris Spielman,Ohio State,ILB,72,234,,4.9,23,32.5,109,4.13,9.99
1988,John Stephens,Northwestern State (LA),RB,72.1,220,,4.41,23,35.5,116,4.22,9.99
1988,Tony Stephens,Clemson,DT,74.6,306,,9.99,23,,,9.99,9.99
1988,Lemuel Stinson,Texas Tech,CB,69.4,165,,4.54,,37,122,4.27,9.99
1988,Fred Strickland,Purdue,OLB,74.1,244,,4.73,23,32,114,4.28,9.99
1988,Rick Strom,Georgia Tech,QB,74.3,203,,4.72,9,31,108,4.39,9.99
1988,Danny Stubbs,Miami (FL),DE,76.3,259,,4.9,,25,110,4.65,9.99
1988,John Talley,West Virginia,WR,77,225,,4.83,6,31,115,4.37,9.99
1988,David Tate,Colorado,SS,72.6,178,,4.71,14,35.5,126,4.24,9.99
1988,Lars Tate,Georgia,RB,73.6,213,,4.47,18,31.5,124,4.37,9.99
1988,Keith Taylor,Illinois,SS,71.4,193,,4.56,14,,,9.99,9.99
1988,Franky Thomas,Houston,FS,74.4,208,,4.69,14,31.5,111,4.35,9.99
1988,George Thomas,Nevada Las Vegas,WR,69.4,169,,4.4,7,34,120,4.4,9.99
1988,Rodney Thomas,Brigham Young,CB,69.8,197,,4.52,16,32.5,111,4.34,9.99
1988,Thurman Thomas,Oklahoma State,RB,69.9,198,,4.47,13,33,114,4.21,9.99
1988,William Thompson,Boston College,OLB,74.4,230,,4.69,22,30,113,4.42,9.99
1988,Jim Thornton,Cal-State Fullerton,TE,74,246,,4.7,29,36,123,4.31,9.99
1988,Randy Thornton,Houston,OLB,76.1,223,,4.58,14,32,124,4.3,9.99
1988,Tom Tupa,Ohio State,P,76.5,220,,4.83,13,28,105,4.31,9.99
1988,Robert Tyler,South Carolina State,TE,77,259,,5.02,15,27,104,4.85,9.99
1988,Darryl Usher,Illinois,WR,67.5,162,,4.46,10,34.5,110,4.02,9.99
1988,Chris Verhulst,Cal State Chico,TE,74,239,,4.67,27,,,9.99,9.99
1988,Dave Viaene,Minnesota-Duluth,C,77,291,,5.28,31,28.5,104,4.98,9.99
1988,David Vickers,Oklahoma,CB,74.6,197,,4.86,7,33,110,4.25,9.99
1988,Van Waiters,Indiana,OLB,75.9,243,,4.87,9,30.5,108,4.7,9.99
1988,Kevin Walker,Maryland,OLB,74.5,238,,9.99,22,,,9.99,9.99
1988,Reggie Ware,Auburn,RB,73,241,,4.59,17,34,109,4.4,9.99
1988,James Washington,UCLA,FS,72.9,191,,4.66,6,34,116,4.43,9.99
1988,Charles Webb,Arizona,FB,72.3,224,,4.71,17,28.5,107,4.45,9.99
1988,Brandy Wells,Notre Dame,CB,70,184,,4.53,15,33.5,115,4.33,9.99
1988,Herb Wester,Iowa,OT,79.5,300,,5.41,22,26.5,93,4.99,9.99
1988,Derrick White,Oklahoma,CB,68.3,182,,4.59,10,28.5,95,4.63,9.99
1988,Lorenzo White,Michigan State,RB,70.6,207,,9.99,,,,9.99,9.99
1988,Sheldon White,Miami (OH),CB,71.1,191,,4.47,10,35.5,112,3.97,9.99
1988,Todd White,Cal-State Fullerton,WR,72.3,196,,4.68,7,32,111,4.38,9.99
1988,William White,Ohio State,SS,69.8,189,,4.57,11,33,111,4.22,9.99
1988,Clay Whitehurst,Alabama,WR,71.8,196,,4.67,3,29,107,4.25,9.99
1988,Dave Widell,Boston College,OT,78.4,297,,5.41,19,24,98,4.53,9.99
1988,Steve Wilkes,Appalachian State (NC),OT,76.3,254,,5.28,14,28.5,106,4.72,9.99
1988,Channing Williams,Arizona State,FB,69.8,227,,4.69,16,29.5,109,4.64,9.99
1988,Jarvis Williams,Florida,SS,71.4,195,,4.59,7,28,102,4.41,9.99
1988,John Williams,Kansas State,WR,72.4,190,,4.53,6,25.5,106,4.64,9.99
1988,Terry Williams,Bethune-Cookman (FL),CB,70.5,192,,4.46,18,28.5,116,4.34,9.99
1988,Warren Williams,Miami (FL),RB,72.1,190,,9.99,8,,,9.99,9.99
1988,Matt Wilson,Texas A&M,C,76.1,279,,5.44,,24.5,103,5.01,9.99
1988,Scott Wilson,North Carolina State,DE,79.3,262,,5.03,12,27.5,109,4.84,9.99
1988,Mike Withycombe,Frenso State (CA),OT,77.1,308,,5.49,19,23,93,4.77,9.99
1988,Troy Wolkow,Minnesota,OG,74.9,269,,4.89,26,31.5,101,4.58,9.99
1988,Ickey Woods,Nevada Las Vegas,FB,72.3,231,,4.54,14,31.5,116,4.38,9.99
1988,Keith Woodside,Texas A&M,RB,71.4,203,,4.59,14,30.5,113,4.3,9.99
1988,Bo Wright,Alabama,FB,70.1,210,,4.46,18,30.5,109,4.2,9.99
1988,Richard Zayas,Brigham Young,WR,71.8,176,,4.66,1,30,109,4.39,9.99
1988,Marty Zendejas,Nevada Las Vegas,K,68.3,168,,9.99,4,,,9.99,9.99
1988,Marc Zeno,Tulane (LA),WR,74.9,202,,4.81,7,35,114,4.32,9.99
1988,Phil Zielinski,Central Michigan,OLB,74.9,233,,4.97,,28.5,108,4.32,9.99
1999,Rahim Abdullah,Clemson,OLB,77.1,244,,4.88,17,34,117,4.36,7.24
1999,Ben Adams,Texas,OG,76.9,324,,5.36,26,25.5,97,4.83,7.86
1999,Phillip Armour,North Texas,C,75,318,,5.56,23,30.5,95,4.59,7.63
1999,Brendon Ayanbadejo,UCLA,OLB,73,234,,4.67,18,36,117,4.36,7.57
1999,Jerry Azumah,New Hampshire,RB,70,195,,4.5,15,43.5,129,3.86,6.9
1999,Champ Bailey,Georgia,CB,71.8,184,,4.28,,37,121,3.79,9.99
1999,Karsten Bailey,Auburn,WR,71.8,205,,4.33,,40,121,3.99,6.99
1999,Eugene Baker,Kent State (OH),WR,72.5,167,,4.46,,36.5,118,4.03,6.9
1999,Todd Bandhaur,Iowa State,QB,75,236,31,5.26,,31,103,4.61,7.66
1999,Lionel Barnes,North Carolina Central,DE,77,264,,5,24,34,112,4.52,7.51
1999,Marlon Barnes,Colorado,RB,70,211,,4.49,18,35.5,120,4.32,7.31
1999,Eric Barton,Maryland,ILB,74.8,247,,4.68,20,32,112,4.32,7.6
1999,Michael Basnight,North Carolina A&T,RB,72.9,241,,4.61,18,34.2,117,4.42,7.34
1999,D'Wayne Bates,Northwestern,WR,73.6,215,,4.59,,37,117,4.24,7.25
1999,Albrey Battle,Arizona State,DT,75,294,,5.39,23,29,101,4.66,8.15
1999,Tim Beauchamp,Florida,DE,73.9,270,,4.92,24,26.5,,9.99,9.99
1999,Michael Bishop,Kansas State,QB,73,205,10,4.85,,33,113,4.62,7.63
